자라, 55, 159
자카, 96, 141
가차, 40, 163
가하, 62, 150
자나, 80, 185
파자, 87, 168
파나, 51, 179
가카, 85, 155
하바, 49, 199
파타, 60, 141
하자, 98, 141
하다, 77, 192
마나, 70, 151
마자, 52, 158
자나, 58, 145
차마, 89, 195
가차, 72, 183
나라, 66, 176
타카, 74, 157
나타, 92, 153
다카, 43, 189
마나, 79, 180
파카, 89, 172
아자, 70, 169
마나, 88, 199
나아, 58, 153
마마, 67, 198
가사, 46, 167
파아, 65, 177
차다, 58, 155
카마, 95, 145
카사, 46, 189
다사, 54, 171
바라, 90, 178
가마, 72, 148
자카, 90, 186
가바, 95, 173
다타, 93, 177
자마, 87, 177
사마, 76, 193
타마, 59, 170
자아, 59, 184
아하, 41, 162
다카, 57, 142
자파, 87, 182
가차, 82, 164
바마, 78, 184
사파, 76, 142
가라, 53, 174
다하, 62, 190
차파, 55, 176
자아, 84, 143
하마, 50, 168
자다, 49, 151
자다, 49, 177
가타, 83, 145
하사, 72, 165
바사, 53, 172
카사, 40, 152
바가, 71, 196
라라, 73, 170
마하, 62, 169
카카, 61, 194
카다, 96, 185
카아, 82, 184
다하, 47, 151
타아, 69, 162
바마, 68, 157
파마, 99, 175
하사, 84, 158
자차, 94, 147
카바, 49, 198
사마, 41, 199
카자, 59, 198
바마, 82, 148
다파, 75, 149
차파, 82, 194
타차, 42, 172
마하, 65, 184
다자, 75, 158
바카, 89, 189
파다, 60, 174
사카, 59, 162
카자, 84, 155
파라, 44, 164
가카, 68, 158
아다, 48, 158
마라, 45, 145
라바, 53, 162
카라, 96, 176
아바, 46, 140
라카, 99, 173
파가, 49, 176
가자, 78, 182
사차, 77, 161
나차, 99, 190
자라, 91, 143
다타, 89, 147
자아, 87, 185
하다, 44, 199
파사, 97, 158
사가, 59, 186
라마, 59, 187
차라, 43, 196
파라, 88, 154
자차, 90, 186
카아, 77, 177
라바, 87, 152
카타, 55, 150
바라, 89, 146
사라, 48, 189
나바, 87, 182
나사, 88, 158
아바, 92, 198
나아, 96, 193
차아, 71, 161
라타, 53, 170
나가, 86, 160
사타, 98, 174
아나, 98, 182
차자, 56, 156
바카, 77, 181
가다, 40, 171
다파, 51, 181
차사, 97, 177
가하, 49, 195
타라, 41, 176
차라, 49, 188
자파, 81, 180
라파, 50, 152
파타, 60, 166
하타, 66, 175
나라, 82, 189
하다, 48, 154
카타, 67, 198
사다, 93, 186
마사, 66, 156
라자, 44, 187
카가, 89, 155
아자, 81, 155
타파, 77, 186
가차, 95, 199
다바, 87, 156
바하, 95, 180
차바, 91, 190
마자, 68, 149
바바, 83, 147
카아, 85, 169
파카, 52, 182
사카, 40, 186
하차, 71, 185
아바, 68, 186
가사, 99, 151
타자, 49, 176
사라, 93, 163
가자, 82, 145
파자, 97, 166
타카, 80, 187
타마, 62, 141
가나, 43, 149
사마, 83, 167
카카, 79, 172
카아, 78, 159
아마, 97, 187
파자, 77, 176
다바, 80, 149
아카, 52, 175
차가, 69, 149
라사, 76, 151
마나, 79, 178
사라, 61, 198
나나, 59, 141
자아, 98, 152
가차, 52, 145
라카, 59, 158
아아, 90, 193
바다, 59, 144
하차, 85, 168
가라, 80, 145
파사, 88, 146
카차, 67, 189
파라, 79, 168
타마, 97, 183
사나, 85, 143
차타, 75, 170
카라, 65, 195
나아, 90, 160
나바, 94, 193
파나, 83, 167
타파, 85, 172
다아, 54, 192
다라, 71, 177
파나, 84, 184
나바, 41, 159
자타, 45, 198
타사, 58, 161
바카, 69, 193
마가, 41, 159
자차, 43, 199
자나, 88, 141
사차, 95, 162
가자, 47, 186
나바, 61, 189
아라, 59, 190
자하, 72, 157
라차, 44, 161
자다, 90, 174
가자, 55, 193
파사, 43, 148
자차, 66, 152
사라, 41, 150
자라, 47, 186
바아, 78, 158
사나, 73, 173
자나, 80, 163
카자, 44, 197
아카, 58, 164
자자, 77, 165
카하, 43, 158
카다, 50, 148
라바, 98, 181
바차, 84, 194
하가, 44, 173
나다, 66, 146
카나, 51, 192
나가, 54, 179
카하, 97, 156
자가, 72, 181
아바, 45, 177
자자, 55, 185
타바, 93, 183
자카, 65, 180
차다, 92, 165
나바, 50, 174
나아, 96, 152
타파, 65, 162
파파, 96, 180
파파, 81, 180
다라, 41, 156
마다, 79, 185
라사, 48, 196
카파, 72, 199
파아, 77, 169
차차, 75, 158
하라, 47, 180
차아, 74, 182
아마, 98, 166
가하, 62, 199
다자, 56, 187
아파, 61, 196
아차, 99, 152
다라, 73, 142
카파, 70, 189
자라, 92, 147
다파, 46, 172
바타, 59, 186
라바, 41, 192
파하, 44, 158
라나, 79, 178
나자, 48, 181
파바, 47, 188
마마, 91, 163
자다, 60, 167
가차, 84, 162
사차, 75, 172
가마, 76, 192
카라, 50, 186
나나, 79, 196
자자, 63, 199
마자, 41, 156
라사, 60, 149
차사, 68, 197
가자, 99, 162
카가, 58, 167
차다, 53, 182
사바, 58, 188
바가, 97, 165
아파, 88, 168
바하, 96, 154
타자, 49, 171
하나, 41, 157
바가, 80, 193
가하, 77, 140
사라, 61, 180
자가, 43, 163
나카, 65, 160
차사, 68, 150
하카, 57, 158
가사, 55, 191
아바, 48, 196
카차, 48, 160
가아, 41, 178
타아, 63, 193
라하, 48, 148
하바, 55, 188
카타, 94, 156
나사, 45, 148
사마, 90, 157
가아, 40, 195
가아, 74, 160
파라, 53, 197
사파, 57, 159
타타, 56, 189
라나, 47, 198
마차, 51, 189
카자, 53, 184
아파, 47, 151
사차, 91, 142
바하, 75, 190
마파, 96, 195
다사, 58, 154
사바, 61, 150
사파, 70, 140
하사, 49, 145
가하, 44, 178
바하, 59, 176
타사, 64, 154
바라, 72, 185
아가, 85, 183
가다, 94, 197
가자, 61, 156
나가, 90, 165
가파, 64, 149
파타, 54, 152
하바, 50, 171
하바, 53, 144
파바, 87, 159
가가, 64, 157
라가, 82, 170
카아, 85, 144
자사, 60, 150
카마, 50, 174
라바, 86, 148
타나, 60, 163
마파, 80, 149
차하, 87, 196
자바, 99, 181
아라, 51, 146
가하, 52, 171
파차, 67, 193
나나, 41, 160
다아, 84, 196
차타, 55, 146
나자, 58, 157
차마, 93, 192
하카, 45, 180
사다, 58, 142
자하, 85, 147
나타, 48, 141
타라, 46, 171
가타, 44, 180
차바, 84, 172
바라, 73, 171
카사, 86, 141
자다, 84, 142
파다, 47, 192
차바, 60, 146
카타, 88, 193
가타, 87, 186
바가, 75, 199
가라, 81, 170
타라, 75, 163
카가, 71, 161
가아, 87, 157
가사, 51, 179
파다, 85, 154
라카, 64, 187
카바, 69, 189
파파, 97, 145
타바, 62, 178
마가, 45, 160
카사, 54, 157
카타, 93, 197
차아, 81, 189
파나, 96, 156
사바, 66, 147
가가, 59, 168
파자, 78, 155
마자, 41, 188
라다, 56, 173
다바, 50, 146
아차, 79, 180
카가, 76, 197
차자, 89, 177
하라, 48, 163
나라, 81, 160
나가, 75, 190
사바, 72, 194
라라, 91, 195
타차, 64, 154
가사, 96, 142
하타, 43, 145
라카, 43, 166
바나, 59, 174
차가, 70, 183
차나, 90, 162
타하, 65, 187
다자, 70, 163
마바, 69, 166
바바, 43, 187
나타, 79, 184
라하, 40, 199
하차, 46, 160
카라, 86, 165
하자, 64, 169
가사, 99, 153
자파, 92, 171
파타, 79, 189
마차, 70, 186
바차, 52, 162
마파, 78, 185
카타, 87, 144
사다, 43, 184
마라, 90, 176
자차, 96, 184
자아, 53, 149
가다, 41, 169
카라, 59, 192
가하, 46, 156
다파, 55, 140
하파, 57, 193
아차, 84, 177
자파, 87, 178
타가, 82, 167
다파, 58, 167
아마, 73, 185
파나, 82, 168
나사, 53, 164
라자, 89, 182
마파, 95, 141
차타, 79, 178
가파, 75, 158
아타, 62, 172
하하, 52, 179
사나, 65, 146
마나, 86, 171
파가, 97, 170
사다, 77, 161
사하, 76, 152
나나, 81, 178
자타, 75, 142
자라, 56, 166
자아, 83, 160
다사, 40, 162
카나, 59, 198
바마, 47, 172
마사, 93, 174
하타, 64, 172
바라, 54, 185
바가, 46, 146
다마, 71, 144
차카, 53, 160
가바, 73, 197
가파, 50, 199
사사, 52, 149
타차, 95, 143
카나, 45, 157
파사, 51, 152
하나, 60, 167
타라, 66, 171
카나, 63, 165
라차, 42, 162
가파, 56, 148
파카, 60, 167
하가, 79, 166
마가, 94, 176
카나, 88, 143
카마, 55, 170
라타, 55, 192
사나, 57, 140
아라, 53, 192
바하, 45, 170
사라, 69, 179
다나, 81, 157
자카, 58, 167
사다, 48, 187
자자, 93, 146
자다, 97, 176
타다, 66, 158
다마, 77, 178
사아, 62, 147
가파, 95, 181
카바, 55, 160
파파, 59, 198
타타, 88, 194
타아, 64, 148
가하, 80, 184
나하, 49, 189
가하, 78, 196
다하, 94, 143
마타, 61, 181
차차, 63, 171
자하, 73, 163
다바, 65, 180
다파, 52, 172
마아, 93, 144
마사, 47, 157
사바, 86, 196
마카, 51, 162
마사, 79, 146
나나, 98, 166
바자, 64, 187
카나, 44, 187
타아, 49, 184
사마, 96, 143
하나, 81, 174
다다, 69, 182
파사, 82, 183
바마, 78, 188
카파, 92, 193
라타, 67, 175
파차, 53, 156
카마, 47, 193
아자, 89, 149
사라, 78, 143
사사, 94, 159
사사, 92, 197
사하, 72, 157
다가, 67, 197
파차, 92, 186
다차, 44, 189
마아, 72, 177
바바, 61, 179
사자, 91, 166
차하, 53, 144
자다, 65, 140
다사, 92, 161
가다, 56, 173
가사, 67, 154
마파, 99, 171
하마, 84, 153
가하, 66, 171
다다, 64, 154
바라, 44, 147
자나, 79, 193
라라, 40, 163
차가, 43, 185
차자, 57, 159
카나, 45, 147
다카, 88, 171
카카, 58, 170
나자, 68, 171
파바, 64, 199
파나, 62, 185
라타, 83, 153
아아, 64, 166
바가, 87, 149
아타, 77, 192
자바, 66, 198
가라, 56, 140
다라, 77, 145
가파, 90, 172
바사, 89, 159
나자, 54, 144
라타, 57, 161
다파, 81, 193
다차, 66, 183
사다, 52, 146
아차, 71, 167
파라, 58, 165
차아, 93, 180
나나, 72, 142
자라, 62, 141
마차, 98, 187
다하, 59, 140
가사, 53, 175
나타, 94, 193
바하, 78, 176
가아, 95, 160
바하, 66, 174
아파, 90, 186
하하, 75, 147
바카, 75, 172
타파, 86, 171
카마, 69, 168
나바, 98, 179
바바, 87, 163
사카, 88, 170
자파, 93, 144
사사, 92, 145
아아, 49, 160
사하, 59, 142
파파, 99, 180
사라, 82, 147
파카, 62, 170
다하, 75, 154
사바, 72, 176
바나, 42, 159
자카, 59, 180
라라, 48, 184
하카, 72, 181
카카, 48, 179
